Company:,Ride Hailing Data,,,,,,
Date:,,,,,,,
,,,,,,,
Ride ID,OriginArea,BookingTime,Total (hh:mm:ss),Traffic Period,Confirmed,Confirmation Time,Ride Start Time
RD38827,Whitefield,10:28 AM,00:12:00,Peak Time,No,5,0
RD38828,Whitefield,10:16 AM,00:01:00,Peak Time,No,2,0
RD38829,Whitefield,8:38 AM,00:13:00,Peak Time,No,8,0
RD38830,Whitefield,10:38 AM,00:02:00,Peak Time,Yes,0,2
RD38831,Whitefield,10:23 AM,00:06:00,Peak Time,Yes,2,4
RD38832,Whitefield,9:44 AM,00:05:00,Peak Time,Yes,1,4
RD38833,Whitefield,8:38 AM,00:22:00,Peak Time,Yes,7,15
RD38834,Whitefield,8:32 AM,00:07:00,Peak Time,Yes,2,5
RD38835,Whitefield,9:10 AM,00:16:00,Peak Time,Yes,3,13
RD38836,Whitefield,10:24 AM,00:30:00,Peak Time,No,13,0
RD38837,Whitefield,10:22 AM,00:06:00,Peak Time,Yes,1,5
RD38838,Whitefield,9:09 AM,00:01:00,Peak Time,No,2,0
RD38839,Whitefield,9:21 AM,00:02:00,Peak Time,Yes,1,1
RD38840,Whitefield,10:25 AM,00:13:00,Peak Time,Yes,3,10
RD38841,Whitefield,9:49 AM,00:16:00,Peak Time,Yes,5,11
RD38842,Whitefield,8:32 AM,00:01:00,Peak Time,No,2,0
RD38843,Whitefield,8:47 AM,00:01:00,Peak Time,Yes,0,1
RD38844,Whitefield,8:06 AM,00:01:00,Peak Time,Yes,0,1
RD38845,Whitefield,8:00 AM,00:04:00,Peak Time,Yes,1,3
RD38846,Whitefield,9:56 AM,00:04:00,Peak Time,Yes,1,3
RD38847,Whitefield,10:51 AM,00:14:00,Peak Time,No,7,0
RD38848,Whitefield,10:18 AM,00:14:00,Peak Time,Yes,3,11
RD38849,Whitefield,10:24 AM,00:18:00,Peak Time,No,7,0
RD38850,Whitefield,10:42 AM,00:04:00,Peak Time,No,2,0
RD38851,Whitefield,9:31 AM,00:04:00,Peak Time,No,3,0
RD38852,Whitefield,8:35 AM,00:12:00,Peak Time,No,5,0
RD38853,Whitefield,9:38 AM,00:04:00,Peak Time,Yes,1,3
RD38854,Whitefield,10:33 AM,00:05:00,Peak Time,No,5,0
RD38855,Whitefield,12:51 PM,00:05:00,Non-Peak Time,Yes,1,4
RD38856,Whitefield,2:06 PM,00:08:00,Non-Peak Time,Yes,2,6
RD38857,Whitefield,11:27 AM,00:05:00,Non-Peak Time,Yes,2,3
RD38858,Whitefield,12:34 PM,00:15:00,Non-Peak Time,Yes,5,10
RD38859,Whitefield,3:28 PM,00:07:00,Non-Peak Time,Yes,2,5
RD38860,Whitefield,11:12 AM,00:36:00,Non-Peak Time,No,12,0
RD38861,Whitefield,11:14 AM,00:14:00,Non-Peak Time,No,6,0
RD38862,Whitefield,12:29 PM,00:19:00,Non-Peak Time,Yes,6,13
RD38863,Whitefield,11:17 AM,00:19:00,Non-Peak Time,Yes,5,14
RD38864,Whitefield,11:14 AM,00:01:00,Non-Peak Time,Yes,0,1
RD38865,Whitefield,3:09 PM,00:03:00,Non-Peak Time,Yes,1,2
RD38866,Whitefield,11:04 AM,00:15:00,Non-Peak Time,No,6,0
RD38867,Whitefield,3:32 PM,00:19:00,Non-Peak Time,Yes,5,14
RD38868,Whitefield,11:02 AM,00:16:00,Non-Peak Time,No,7,0
RD38869,Whitefield,12:44 PM,00:02:00,Non-Peak Time,Yes,1,1
RD38870,Whitefield,11:34 AM,00:11:00,Non-Peak Time,Yes,2,9
RD38871,Whitefield,3:46 PM,00:04:00,Non-Peak Time,Yes,1,3
RD38872,Whitefield,9:04 PM,00:04:00,Non-Peak Time,Yes,1,3
RD38873,Whitefield,6:52 PM,00:09:00,Peak Time,No,3,0
RD38874,Whitefield,6:49 PM,00:08:00,Peak Time,No,6,0
RD38875,Whitefield,5:27 PM,00:07:00,Peak Time,Yes,2,5
RD38876,Whitefield,9:10 PM,00:13:00,Non-Peak Time,No,8,0
RD38877,Whitefield,4:40 PM,00:03:00,Peak Time,Yes,1,2
RD38878,Whitefield,7:18 PM,00:04:00,Peak Time,Yes,1,3
RD38879,Whitefield,6:29 PM,00:18:00,Peak Time,No,7,0
RD38880,Whitefield,7:51 PM,00:17:00,Peak Time,Yes,3,14
RD38881,Whitefield,9:39 PM,00:09:00,Non-Peak Time,No,7,0
RD38882,Whitefield,5:13 PM,00:18:00,Peak Time,Yes,4,14
RD38883,Whitefield,8:07 PM,00:08:00,Non-Peak Time,Yes,2,6
RD38884,Whitefield,9:47 PM,00:16:00,Non-Peak Time,Yes,5,11
RD38885,Whitefield,4:11 PM,00:11:00,Peak Time,Yes,4,7
RD38886,Whitefield,7:28 PM,00:11:00,Peak Time,No,6,0
RD38887,Whitefield,7:46 PM,00:14:00,Peak Time,No,8,0
RD38888,Whitefield,6:34 PM,00:13:00,Peak Time,No,7,0
RD38889,Whitefield,9:48 PM,00:04:00,Non-Peak Time,Yes,1,3
RD38890,Whitefield,5:43 PM,00:02:00,Peak Time,Yes,1,1
RD38891,Whitefield,8:44 PM,00:02:00,Non-Peak Time,Yes,1,1
RD38892,Whitefield,7:09 PM,00:17:00,Peak Time,Yes,3,14
RD38893,Whitefield,4:02 PM,00:13:00,Peak Time,No,8,0
RD38894,Whitefield,9:55 PM,00:07:00,Non-Peak Time,Yes,2,5
RD38895,Whitefield,4:57 PM,00:19:00,Peak Time,Yes,4,15
RD38896,Whitefield,7:41 PM,00:12:00,Peak Time,Yes,4,8
RD38897,Whitefield,6:57 PM,00:05:00,Peak Time,Yes,1,4
RD38898,Whitefield,6:49 PM,00:17:00,Peak Time,No,6,0
RD38899,Whitefield,7:12 PM,00:09:00,Peak Time,Yes,3,6
RD38900,Whitefield,9:09 PM,00:28:00,Non-Peak Time,Yes,6,22
RD38901,Whitefield,4:17 PM,00:04:00,Peak Time,Yes,1,3
RD38902,Whitefield,6:46 PM,00:15:00,Peak Time,Yes,3,12
RD38903,Whitefield,5:49 PM,00:02:00,Peak Time,Yes,1,1
RD38904,Whitefield,8:20 PM,00:15:00,Non-Peak Time,No,6,0
RD38905,Whitefield,11:58 PM,00:10:00,Non-Peak Time,Yes,2,8
RD38906,Whitefield,3:46 AM,00:09:00,Non-Peak Time,Yes,3,6
RD38907,Whitefield,10:21 PM,00:16:00,Non-Peak Time,Yes,4,12
RD38908,Whitefield,1:03 AM,00:09:00,Non-Peak Time,Yes,2,7
RD38909,Whitefield,4:31 AM,00:12:00,Non-Peak Time,Yes,2,10
RD38910,Whitefield,1:40 AM,00:06:00,Non-Peak Time,Yes,1,5
RD38911,Whitefield,12:26 AM,00:09:00,Non-Peak Time,Yes,2,7
RD38912,Whitefield,12:54 AM,00:02:00,Non-Peak Time,Yes,1,1
RD38913,Whitefield,2:54 AM,00:17:00,Non-Peak Time,Yes,4,13
RD38914,Whitefield,11:04 PM,00:16:00,Non-Peak Time,No,6,0
RD38915,Whitefield,1:01 AM,00:13:00,Non-Peak Time,No,9,0
RD38916,Whitefield,11:31 PM,00:05:00,Non-Peak Time,No,2,0
RD38917,Whitefield,7:34 AM,00:05:00,Non-Peak Time,Yes,2,3
RD38918,Whitefield,7:21 AM,00:10:00,Non-Peak Time,Yes,3,7
RD38919,Whitefield,7:26 AM,00:16:00,Non-Peak Time,No,6,0
RD38920,Whitefield,7:59 AM,00:11:00,Non-Peak Time,Yes,4,7
RD38921,Whitefield,6:57 AM,00:18:00,Non-Peak Time,Yes,5,13
RD38922,Whitefield,7:28 AM,00:19:00,Non-Peak Time,Yes,5,14
RD38923,Whitefield,5:49 AM,00:02:00,Non-Peak Time,Yes,1,1
RD38924,Whitefield,5:43 AM,00:10:00,Non-Peak Time,No,5,0
RD38925,Whitefield,5:59 AM,00:09:00,Non-Peak Time,Yes,2,7
RD38926,Whitefield,5:43 AM,00:17:00,Non-Peak Time,Yes,3,14
RD38927,Whitefield,6:09 AM,00:12:00,Non-Peak Time,Yes,2,10
RD38928,Whitefield,5:14 AM,00:14:00,Non-Peak Time,Yes,3,11
RD38929,Whitefield,5:02 AM,00:03:00,Non-Peak Time,Yes,1,2
RD38930,Whitefield,5:25 AM,00:15:00,Non-Peak Time,Yes,4,11
RD38931,Whitefield,6:24 AM,00:08:00,Non-Peak Time,No,4,0
RD38932,Whitefield,6:16 AM,00:03:00,Non-Peak Time,Yes,1,2
RD38933,Whitefield,7:21 AM,00:09:00,Non-Peak Time,No,6,0
RD38934,Whitefield,8:06 AM,00:11:00,Peak Time,Yes,3,8
RD38935,Whitefield,10:28 AM,00:08:00,Peak Time,No,6,0
RD38936,Whitefield,9:44 AM,00:11:00,Peak Time,Yes,2,9
RD38937,Whitefield,10:42 AM,00:06:00,Peak Time,Yes,2,4
RD38938,Whitefield,10:13 AM,00:12:00,Peak Time,No,6,0
RD38939,Whitefield,8:41 AM,00:01:00,Peak Time,Yes,0,1
RD38940,Whitefield,10:50 AM,00:07:00,Peak Time,Yes,2,5
RD38941,Whitefield,8:21 AM,00:16:00,Peak Time,Yes,3,13
RD38942,Whitefield,10:42 AM,00:05:00,Peak Time,Yes,2,3
RD38943,Whitefield,8:01 AM,00:14:00,Peak Time,No,8,0
RD38944,Whitefield,10:40 AM,00:16:00,Peak Time,No,10,0
RD38945,Whitefield,10:31 AM,00:01:00,Peak Time,Yes,0,1
RD38946,Whitefield,10:28 AM,00:02:00,Peak Time,No,4,0
RD38947,Whitefield,10:23 AM,00:01:00,Peak Time,Yes,0,1
RD38948,Whitefield,10:33 AM,00:19:00,Peak Time,Yes,4,15
RD38949,Whitefield,10:12 AM,00:06:00,Peak Time,No,5,0
RD38950,Whitefield,10:54 AM,00:16:00,Peak Time,Yes,5,11
RD38951,Whitefield,9:15 AM,00:15:00,Peak Time,No,7,0
RD38952,Whitefield,8:26 AM,00:18:00,Peak Time,Yes,5,13
RD38953,Whitefield,10:46 AM,00:17:00,Peak Time,Yes,3,14
RD38954,Whitefield,9:50 AM,00:15:00,Peak Time,No,7,0
RD38955,Whitefield,8:28 AM,00:07:00,Peak Time,Yes,2,5
RD38956,Whitefield,9:33 AM,00:10:00,Peak Time,Yes,3,7
RD38957,Whitefield,9:54 AM,00:01:00,Peak Time,Yes,0,1
RD38958,Whitefield,8:14 AM,00:32:00,Peak Time,No,7,0
RD38959,Whitefield,10:07 AM,00:05:00,Peak Time,Yes,1,4
RD38960,Whitefield,10:32 AM,00:16:00,Peak Time,Yes,4,12
RD38961,Whitefield,9:00 AM,00:03:00,Peak Time,Yes,1,2
RD38962,Whitefield,9:14 AM,00:06:00,Peak Time,Yes,2,4
RD38963,Whitefield,9:16 AM,00:18:00,Peak Time,No,5,0
RD38964,Whitefield,10:55 AM,00:09:00,Peak Time,Yes,2,7
RD38965,Whitefield,10:50 AM,00:14:00,Peak Time,No,6,0
RD38966,Whitefield,9:14 AM,00:16:00,Peak Time,Yes,3,13
RD38967,Whitefield,8:17 AM,00:03:00,Peak Time,Yes,1,2
RD38968,Whitefield,9:30 AM,00:11:00,Peak Time,Yes,2,9
RD38969,Whitefield,9:18 AM,00:01:00,Peak Time,Yes,0,1
RD38970,Whitefield,9:14 AM,00:11:00,Peak Time,Yes,3,8
RD38971,Whitefield,9:43 AM,00:03:00,Peak Time,No,5,0
RD38972,Whitefield,10:15 AM,00:19:00,Peak Time,No,10,0
RD38973,Whitefield,10:08 AM,00:07:00,Peak Time,Yes,1,6
RD38974,Whitefield,11:12 AM,00:10:00,Non-Peak Time,No,8,0
RD38975,Whitefield,1:20 PM,00:08:00,Non-Peak Time,Yes,2,6
RD38976,Whitefield,2:40 PM,00:15:00,Non-Peak Time,No,6,0
RD38977,Whitefield,12:31 PM,00:05:00,Non-Peak Time,No,2,0
RD38978,Whitefield,2:51 PM,00:03:00,Non-Peak Time,Yes,1,2
RD38979,Whitefield,2:15 PM,00:01:00,Non-Peak Time,Yes,0,1
RD38980,Whitefield,3:59 PM,00:18:00,Non-Peak Time,Yes,6,12
RD38981,Whitefield,1:49 PM,00:12:00,Non-Peak Time,Yes,3,9
RD38982,Whitefield,3:11 PM,00:11:00,Non-Peak Time,No,6,0
RD38983,Whitefield,12:28 PM,00:05:00,Non-Peak Time,No,3,0
RD38984,Whitefield,3:28 PM,00:07:00,Non-Peak Time,No,3,0
RD38985,Whitefield,11:59 AM,00:12:00,Non-Peak Time,Yes,2,10
RD38986,Whitefield,12:36 PM,00:03:00,Non-Peak Time,Yes,1,2
RD38987,Whitefield,9:32 PM,00:07:00,Non-Peak Time,Yes,2,5
RD38988,Whitefield,7:57 PM,00:03:00,Peak Time,No,2,0
RD38989,Whitefield,6:18 PM,00:07:00,Peak Time,Yes,2,5
RD38990,Whitefield,5:36 PM,00:05:00,Peak Time,Yes,1,4
RD38991,Whitefield,4:51 PM,00:09:00,Peak Time,No,4,0
RD38992,Whitefield,4:36 PM,00:02:00,Peak Time,Yes,1,1
RD38993,Whitefield,4:03 PM,00:02:00,Peak Time,Yes,1,1
RD38994,Whitefield,5:18 PM,00:15:00,Peak Time,Yes,4,11
RD38995,Whitefield,9:28 PM,00:38:00,Non-Peak Time,Yes,13,25
RD38996,Whitefield,5:45 PM,00:13:00,Peak Time,Yes,3,10
RD38997,Whitefield,7:01 PM,00:08:00,Peak Time,No,8,0
RD38998,Whitefield,7:12 PM,00:18:00,Peak Time,Yes,6,12
RD38999,Whitefield,6:10 PM,00:11:00,Peak Time,No,5,0
RD39000,Whitefield,4:19 PM,00:14:00,Peak Time,Yes,5,9
RD39001,Whitefield,4:56 PM,00:16:00,Peak Time,Yes,3,13
RD39002,Whitefield,9:17 PM,00:15:00,Non-Peak Time,No,7,0
RD39003,Whitefield,9:05 PM,00:17:00,Non-Peak Time,Yes,3,14
RD39004,Whitefield,4:09 PM,00:14:00,Peak Time,Yes,4,10
RD39005,Whitefield,8:52 PM,00:13:00,Non-Peak Time,No,4,0
RD39006,Whitefield,9:52 PM,00:09:00,Non-Peak Time,Yes,2,7
RD39007,Whitefield,9:04 PM,00:12:00,Non-Peak Time,Yes,2,10
RD39008,Whitefield,8:34 PM,00:01:00,Non-Peak Time,Yes,0,1
RD39009,Whitefield,8:41 PM,00:16:00,Non-Peak Time,Yes,5,11
RD39010,Whitefield,5:48 PM,00:06:00,Peak Time,Yes,2,4
RD39011,Whitefield,7:51 PM,00:08:00,Peak Time,Yes,2,6
RD39012,Whitefield,5:02 PM,00:08:00,Peak Time,Yes,3,5
RD39013,Whitefield,6:44 PM,00:18:00,Peak Time,Yes,4,14
RD39014,Whitefield,7:05 PM,00:09:00,Peak Time,Yes,3,6
RD39015,Whitefield,9:25 PM,00:01:00,Non-Peak Time,Yes,0,1
RD39016,Whitefield,4:29 PM,00:14:00,Peak Time,Yes,5,9
RD39017,Whitefield,4:48 PM,00:03:00,Peak Time,No,5,0
RD39018,Whitefield,8:25 PM,00:34:00,Non-Peak Time,Yes,7,27
RD39019,Whitefield,7:18 PM,00:14:00,Peak Time,Yes,5,9
RD39020,Whitefield,5:42 PM,00:06:00,Peak Time,No,7,0
RD39021,Whitefield,7:38 PM,00:19:00,Peak Time,No,10,0
RD39022,Whitefield,7:40 PM,00:14:00,Peak Time,Yes,4,10
RD39023,Whitefield,9:14 PM,00:01:00,Non-Peak Time,Yes,0,1
RD39024,Whitefield,7:39 PM,00:16:00,Peak Time,Yes,4,12
RD39025,Whitefield,7:26 PM,00:04:00,Peak Time,No,3,0
RD39026,Whitefield,2:03 AM,00:13:00,Non-Peak Time,Yes,3,10
RD39027,Whitefield,12:35 AM,00:06:00,Non-Peak Time,Yes,1,5
RD39028,Whitefield,12:27 AM,00:13:00,Non-Peak Time,No,4,0
RD39029,Whitefield,3:42 AM,00:07:00,Non-Peak Time,Yes,1,6
RD39030,Whitefield,3:17 AM,00:05:00,Non-Peak Time,No,4,0
RD39031,Whitefield,1:02 AM,00:19:00,Non-Peak Time,Yes,5,14
RD39032,Whitefield,4:27 AM,00:06:00,Non-Peak Time,Yes,2,4
RD39033,Whitefield,11:17 PM,00:01:00,Non-Peak Time,Yes,0,1
RD39034,Whitefield,3:49 AM,00:01:00,Non-Peak Time,Yes,0,1
RD39035,Whitefield,1:24 AM,00:15:00,Non-Peak Time,Yes,5,10
RD39036,Whitefield,1:02 AM,00:08:00,Non-Peak Time,No,6,0
RD39037,Whitefield,11:02 PM,00:03:00,Non-Peak Time,No,4,0
RD39038,Whitefield,12:14 AM,00:18:00,Non-Peak Time,Yes,4,14
RD39039,Whitefield,12:46 AM,00:19:00,Non-Peak Time,Yes,4,15
RD39040,Whitefield,12:23 AM,00:15:00,Non-Peak Time,Yes,3,12
RD39041,Whitefield,2:18 AM,00:13:00,Non-Peak Time,Yes,3,10
RD39042,Whitefield,4:18 AM,00:12:00,Non-Peak Time,Yes,4,8
RD39043,Whitefield,5:30 AM,00:11:00,Non-Peak Time,Yes,2,9
RD39044,Whitefield,6:33 AM,00:05:00,Non-Peak Time,Yes,1,4
RD39045,Whitefield,7:50 AM,00:06:00,Non-Peak Time,No,5,0
RD39046,Whitefield,6:57 AM,00:07:00,Non-Peak Time,No,5,0
RD39047,Whitefield,7:49 AM,00:15:00,Non-Peak Time,Yes,5,10
RD39048,Whitefield,5:29 AM,00:12:00,Non-Peak Time,Yes,3,9
RD39049,Whitefield,7:57 AM,00:17:00,Non-Peak Time,Yes,4,13
RD39050,Whitefield,5:11 AM,00:15:00,Non-Peak Time,Yes,4,11
RD39051,Whitefield,5:49 AM,00:07:00,Non-Peak Time,Yes,2,5
RD39052,Whitefield,6:33 AM,00:17:00,Non-Peak Time,Yes,4,13
RD39053,Whitefield,7:16 AM,00:13:00,Non-Peak Time,Yes,3,10
RD39054,Whitefield,7:00 AM,00:08:00,Non-Peak Time,Yes,3,5
RD39055,Whitefield,10:02 AM,00:01:00,Peak Time,Yes,0,1
RD39056,Whitefield,9:38 AM,00:13:00,Peak Time,Yes,3,10
RD39057,Whitefield,8:51 AM,00:11:00,Peak Time,Yes,4,7
RD39058,Whitefield,8:13 AM,00:14:00,Peak Time,Yes,5,9
RD39059,Whitefield,10:35 AM,00:05:00,Peak Time,Yes,1,4
RD39060,Whitefield,9:43 AM,00:26:00,Peak Time,Yes,5,21
RD39061,Whitefield,10:30 AM,00:19:00,Peak Time,Yes,6,13
RD39062,Whitefield,10:17 AM,00:01:00,Peak Time,No,5,0
RD39063,Whitefield,9:02 AM,00:02:00,Peak Time,Yes,1,1
RD39064,Whitefield,10:55 AM,00:18:00,Peak Time,No,6,0
RD39065,Whitefield,10:23 AM,00:13:00,Peak Time,Yes,4,9
RD39066,Whitefield,9:03 AM,00:13:00,Peak Time,Yes,3,10
RD39067,Whitefield,8:26 AM,00:11:00,Peak Time,No,4,0
RD39068,Whitefield,9:04 AM,00:04:00,Peak Time,Yes,1,3
RD39069,Whitefield,8:10 AM,00:05:00,Peak Time,Yes,2,3
RD39070,Whitefield,8:26 AM,00:11:00,Peak Time,No,7,0
RD39071,Whitefield,10:28 AM,00:13:00,Peak Time,Yes,3,10
RD39072,Whitefield,8:22 AM,00:01:00,Peak Time,Yes,0,1
RD39073,Whitefield,10:38 AM,00:17:00,Peak Time,No,6,0
RD39074,Whitefield,10:03 AM,00:05:00,Peak Time,Yes,2,3
RD39075,Whitefield,10:07 AM,00:09:00,Peak Time,No,6,0
RD39076,Whitefield,9:58 AM,00:01:00,Peak Time,No,4,0
RD39077,Whitefield,10:45 AM,00:09:00,Peak Time,Yes,2,7
RD39078,Whitefield,10:22 AM,00:01:00,Peak Time,Yes,0,1
RD39079,Whitefield,10:00 AM,00:17:00,Peak Time,Yes,4,13
RD39080,Whitefield,8:39 AM,00:05:00,Peak Time,Yes,1,4
RD39081,Whitefield,10:12 AM,00:11:00,Peak Time,Yes,4,7
RD39082,Whitefield,8:22 AM,00:07:00,Peak Time,Yes,2,5
RD39083,Whitefield,8:16 AM,00:06:00,Peak Time,No,7,0
RD39084,Whitefield,8:09 AM,00:11:00,Peak Time,No,6,0
RD39085,Whitefield,11:20 AM,00:01:00,Non-Peak Time,Yes,0,1
RD39086,Whitefield,2:05 PM,00:18:00,Non-Peak Time,No,7,0
RD39087,Whitefield,11:26 AM,00:18:00,Non-Peak Time,Yes,5,13
RD39088,Whitefield,1:02 PM,00:11:00,Non-Peak Time,Yes,4,7
RD39089,Whitefield,12:46 PM,00:03:00,Non-Peak Time,Yes,1,2
RD39090,Whitefield,2:46 PM,00:08:00,Non-Peak Time,Yes,2,6
RD39091,Whitefield,1:15 PM,00:01:00,Non-Peak Time,Yes,0,1
RD39092,Whitefield,11:50 AM,00:15:00,Non-Peak Time,Yes,4,11
RD39093,Whitefield,11:11 AM,00:14:00,Non-Peak Time,No,9,0
RD39094,Whitefield,2:49 PM,00:13:00,Non-Peak Time,Yes,4,9
RD39095,Whitefield,3:07 PM,00:07:00,Non-Peak Time,Yes,1,6
RD39096,Whitefield,3:46 PM,00:11:00,Non-Peak Time,Yes,4,7
RD39097,Whitefield,12:27 PM,00:19:00,Non-Peak Time,No,11,0
RD39098,Whitefield,12:31 PM,00:08:00,Non-Peak Time,Yes,2,6
RD39099,Whitefield,1:08 PM,00:13:00,Non-Peak Time,No,8,0
RD39100,Whitefield,12:40 PM,00:02:00,Non-Peak Time,Yes,1,1
RD39101,Whitefield,7:41 PM,00:12:00,Peak Time,Yes,4,8
RD39102,Whitefield,6:18 PM,00:04:00,Peak Time,No,5,0
RD39103,Whitefield,8:18 PM,00:06:00,Non-Peak Time,Yes,2,4
RD39104,Whitefield,4:49 PM,00:02:00,Peak Time,Yes,0,2
RD39105,Whitefield,6:16 PM,00:08:00,Peak Time,Yes,2,6
RD39106,Whitefield,9:17 PM,00:05:00,Non-Peak Time,Yes,2,3
RD39107,Whitefield,5:45 PM,00:10:00,Peak Time,Yes,2,8
RD39108,Whitefield,5:09 PM,00:04:00,Peak Time,Yes,1,3
RD39109,Whitefield,4:10 PM,00:19:00,Peak Time,Yes,6,13
RD39110,Whitefield,8:53 PM,00:04:00,Non-Peak Time,Yes,1,3
RD39111,Whitefield,7:08 PM,00:04:00,Peak Time,Yes,1,3
RD39112,Whitefield,7:18 PM,00:08:00,Peak Time,Yes,3,5
RD39113,Whitefield,6:03 PM,00:15:00,Peak Time,Yes,3,12
RD39114,Whitefield,9:14 PM,00:17:00,Non-Peak Time,Yes,3,14
RD39115,Whitefield,9:51 PM,00:11:00,Non-Peak Time,No,4,0
RD39116,Whitefield,7:23 PM,00:12:00,Peak Time,Yes,4,8
RD39117,Whitefield,6:32 PM,00:14:00,Peak Time,No,8,0
RD39118,Whitefield,7:20 PM,00:06:00,Peak Time,Yes,2,4
RD39119,Whitefield,9:34 PM,00:15:00,Non-Peak Time,Yes,4,11
RD39120,Whitefield,5:13 PM,00:10:00,Peak Time,Yes,3,7
RD39121,Whitefield,7:01 PM,00:09:00,Peak Time,No,5,0
RD39122,Whitefield,8:34 PM,00:13:00,Non-Peak Time,Yes,4,9
RD39123,Whitefield,4:25 PM,00:19:00,Peak Time,No,7,0
RD39124,Whitefield,9:08 PM,00:17:00,Non-Peak Time,Yes,4,13
RD39125,Whitefield,8:57 PM,00:15:00,Non-Peak Time,Yes,5,10
RD39126,Whitefield,5:25 PM,00:04:00,Peak Time,No,2,0
RD39127,Whitefield,6:59 PM,00:38:00,Peak Time,No,13,0
RD39128,Whitefield,5:59 PM,00:05:00,Peak Time,Yes,1,4
RD39129,Whitefield,5:18 PM,00:11:00,Peak Time,Yes,4,7
RD39130,Whitefield,8:28 PM,00:09:00,Non-Peak Time,Yes,3,6
RD39131,Whitefield,5:22 PM,00:09:00,Peak Time,No,4,0
RD39132,Whitefield,7:37 PM,00:06:00,Peak Time,Yes,2,4
RD39133,Whitefield,4:38 AM,00:12:00,Non-Peak Time,Yes,4,8
RD39134,Whitefield,4:42 AM,00:32:00,Non-Peak Time,Yes,8,24
RD39135,Whitefield,10:10 PM,00:06:00,Non-Peak Time,Yes,2,4
RD39136,Whitefield,4:13 AM,00:12:00,Non-Peak Time,No,5,0
RD39137,Whitefield,3:32 AM,00:19:00,Non-Peak Time,Yes,4,15
RD39138,Whitefield,4:35 AM,00:17:00,Non-Peak Time,Yes,3,14
RD39139,Whitefield,2:11 AM,00:09:00,Non-Peak Time,Yes,2,7
RD39140,Whitefield,2:16 AM,00:03:00,Non-Peak Time,Yes,1,2
RD39141,Whitefield,1:21 AM,00:06:00,Non-Peak Time,No,4,0
RD39142,Whitefield,1:04 AM,00:01:00,Non-Peak Time,Yes,0,1
RD39143,Whitefield,4:01 AM,00:12:00,Non-Peak Time,Yes,3,9
RD39144,Whitefield,11:56 PM,00:04:00,Non-Peak Time,Yes,1,3
RD39145,Whitefield,4:14 AM,00:09:00,Non-Peak Time,No,4,0
RD39146,Whitefield,2:41 AM,00:14:00,Non-Peak Time,No,8,0
RD39147,Whitefield,3:39 AM,00:11:00,Non-Peak Time,Yes,2,9
RD39148,Whitefield,3:04 AM,00:15:00,Non-Peak Time,Yes,3,12
RD39149,Koramangala,5:50 AM,00:18:00,Non-Peak Time,Yes,4,14
RD39150,Koramangala,7:59 AM,00:26:00,Non-Peak Time,Yes,9,17
RD39151,Koramangala,5:02 AM,00:29:00,Non-Peak Time,No,11,0
RD39152,Koramangala,6:01 AM,00:18:00,Non-Peak Time,Yes,4,14
RD39153,Koramangala,6:48 AM,00:28:00,Non-Peak Time,Yes,9,19
RD39154,Koramangala,5:49 AM,00:10:00,Non-Peak Time,Yes,3,7
RD39155,Koramangala,7:09 AM,00:11:00,Non-Peak Time,Yes,3,8
RD39156,Koramangala,7:03 AM,00:21:00,Non-Peak Time,Yes,5,16
RD39157,Koramangala,5:06 AM,00:54:00,Non-Peak Time,Yes,11,43
RD39158,Koramangala,6:42 AM,00:25:00,Non-Peak Time,Yes,6,19
RD39159,Koramangala,6:39 AM,00:20:00,Non-Peak Time,Yes,4,16
RD39160,Koramangala,6:52 AM,00:11:00,Non-Peak Time,No,3,0
RD39161,Koramangala,6:19 AM,00:22:00,Non-Peak Time,Yes,7,15
RD39162,Koramangala,9:57 AM,00:15:00,Peak Time,No,7,0
RD39163,Koramangala,8:52 AM,00:16:00,Peak Time,Yes,3,13
RD39164,Koramangala,8:12 AM,00:13:00,Peak Time,Yes,3,10
RD39165,Koramangala,9:18 AM,00:29:00,Peak Time,No,11,0
RD39166,Koramangala,10:34 AM,00:20:00,Peak Time,Yes,4,16
RD39167,Koramangala,9:40 AM,00:14:00,Peak Time,No,5,0
RD39168,Koramangala,9:43 AM,00:12:00,Peak Time,No,4,0
RD39169,Koramangala,9:47 AM,00:46:00,Peak Time,No,14,0
RD39170,Koramangala,10:18 AM,00:11:00,Peak Time,Yes,3,8
RD39171,Koramangala,8:49 AM,00:19:00,Peak Time,No,6,0
RD39172,Koramangala,10:32 AM,00:17:00,Peak Time,Yes,3,14
RD39173,Koramangala,8:53 AM,00:27:00,Peak Time,No,8,0
RD39174,Koramangala,8:16 AM,00:12:00,Peak Time,Yes,3,9
RD39175,Koramangala,8:21 AM,00:23:00,Peak Time,Yes,5,18
RD39176,Koramangala,9:09 AM,00:28:00,Peak Time,No,12,0
RD39177,Koramangala,9:07 AM,00:24:00,Peak Time,No,8,0
RD39178,Koramangala,10:34 AM,00:16:00,Peak Time,No,9,0
RD39179,Koramangala,10:05 AM,00:29:00,Peak Time,No,12,0
RD39180,Koramangala,10:48 AM,00:14:00,Peak Time,No,6,0
RD39181,Koramangala,9:24 AM,00:26:00,Peak Time,No,6,0
RD39182,Koramangala,9:54 AM,00:19:00,Peak Time,Yes,5,14
RD39183,Koramangala,9:56 AM,00:22:00,Peak Time,No,9,0
RD39184,Koramangala,10:24 AM,00:22:00,Peak Time,Yes,7,15
